dialogue_id,condition,pairing,pairing_type,model,agent_role,turn_number,gamma_norm,gamma_vector,hedge_density,position_depth,self_reference_depth,hypothesis_diversity,revision_genuineness,structural_direction,sync_value,judge_divergence
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,A,5,0.868,"[0.502, 0.375, 0.6]",0.278,4.0,1.0,4.0,2.0,3.0,0.866,1.222
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,A,6,0.897,"[0.551, 0.375, 0.6]",0.176,4.0,1.0,4.0,2.0,3.0,0.982,1.0703
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,A,7,0.902,"[0.56, 0.375, 0.6]",0.056,4.0,1.0,4.0,2.0,3.0,0.977,1.222
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,A,8,0.963,"[0.536, 0.625, 0.5]",0.128,4.0,1.0,2.0,3.0,3.0,0.752,1.1402
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,B,1,0.87,"[0.341, 0.625, 0.5]",0.182,3.0,1.0,4.0,0.0,0.0,0.844,1.5275
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,B,2,0.836,"[0.15, 0.562, 0.6]",0.259,4.0,2.0,2.0,2.0,3.0,0.957,1.0991
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,B,3,1.048,"[0.514, 0.688, 0.6]",0.231,4.0,1.0,2.0,2.0,3.0,0.836,1.222
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,B,4,1.005,"[0.509, 0.625, 0.6]",0.25,4.0,1.0,2.0,2.0,3.0,0.913,1.222
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,B,5,1.002,"[0.504, 0.625, 0.6]",0.259,4.0,1.0,2.0,2.0,3.0,0.866,1.222
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,B,6,0.879,"[0.15, 0.625, 0.6]",0.2,3.0,1.0,2.0,2.0,3.0,0.982,1.0703
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,B,7,0.879,"[0.15, 0.625, 0.6]",0.12,4.0,1.0,2.0,2.0,3.0,0.977,1.222
D_gpt4o_gpt4o_T4_rep02,D,gpt4o_gpt4o,homogeneous,gpt4o,B,8,0.715,"[0.1, 0.375, 0.6]",0.308,2.0,1.0,4.0,2.0,3.0,0.752,1.1402
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,A,1,0.877,"[0.359, 0.625, 0.5]",0.219,3.0,1.0,4.0,0.0,0.0,0.973,1.6298
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,A,2,0.643,"[0.15, 0.375, 0.5]",0.367,4.0,1.0,4.0,3.0,3.0,0.777,1.2643
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,A,3,0.904,"[0.562, 0.375, 0.6]",0.243,4.0,1.0,4.0,2.0,3.0,0.962,1.3038
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,A,4,0.885,"[0.532, 0.375, 0.6]",0.308,4.0,1.0,4.0,2.0,3.0,0.871,1.222
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,A,5,0.896,"[0.642, 0.375, 0.5]",0.024,4.0,1.0,4.0,3.0,3.0,0.832,1.1825
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,A,6,0.715,"[0.1, 0.375, 0.6]",0.1,2.0,1.0,4.0,2.0,3.0,0.805,1.222
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,A,7,0.809,"[0.514, 0.375, 0.5]",0.071,2.0,1.0,4.0,3.0,3.0,0.796,1.1402
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,A,8,0.872,"[0.1, 0.625, 0.6]",0.048,4.0,1.0,2.0,2.0,3.0,0.859,1.1402
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,B,1,0.85,"[0.285, 0.625, 0.5]",0.32,4.0,1.0,4.0,0.0,0.0,0.973,1.6298
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,B,2,0.866,"[0.5, 0.375, 0.6]",0.32,4.0,1.0,4.0,2.0,3.0,0.777,1.2643
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,B,3,0.866,"[0.5, 0.375, 0.6]",0.321,4.0,1.0,4.0,2.0,3.0,0.962,1.3038
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,B,4,1.014,"[0.527, 0.625, 0.6]",0.267,4.0,1.0,2.0,2.0,3.0,0.871,1.222
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,B,5,1.064,"[0.617, 0.625, 0.6]",0.5,4.0,1.0,2.0,2.0,3.0,0.832,1.1825
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,B,6,0.91,"[0.572, 0.375, 0.6]",0.357,4.0,1.0,4.0,2.0,3.0,0.805,1.222
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,B,7,1.013,"[0.524, 0.625, 0.6]",0.406,4.0,1.0,2.0,2.0,3.0,0.796,1.1402
D_gpt4o_gpt4o_T4_rep03,D,gpt4o_gpt4o,homogeneous,gpt4o,B,8,1.013,"[0.524, 0.625, 0.6]",0.357,4.0,1.0,2.0,2.0,3.0,0.859,1.1402
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,A,1,0.875,"[0.353, 0.625, 0.5]",0.207,3.0,1.0,4.0,0.0,0.0,0.85,1.5275
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,A,2,0.723,"[0.15, 0.375, 0.6]",0.03,4.0,1.0,4.0,2.0,3.0,0.629,1.222
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,A,3,1.044,"[0.582, 0.625, 0.6]",0.194,4.0,1.0,2.0,2.0,3.0,0.918,1.1402
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,A,4,1.012,"[0.523, 0.625, 0.6]",0.147,4.0,1.0,2.0,2.0,3.0,0.974,1.1402
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,A,5,1.0,"[0.5, 0.625, 0.6]",0.147,4.0,1.0,2.0,2.0,3.0,0.98,1.1402
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,A,6,1.023,"[0.544, 0.625, 0.6]",0.059,4.0,1.0,2.0,2.0,3.0,0.987,1.1402
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,A,7,1.067,"[0.622, 0.625, 0.6]",0.303,4.0,1.0,2.0,2.0,3.0,0.957,1.1402
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,A,8,1.037,"[0.58, 0.5, 0.7]",0.143,4.0,1.0,3.0,1.0,3.0,0.997,1.2409
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,B,1,1.025,"[0.185, 0.875, 0.5]",0.121,4.0,1.0,2.0,0.0,0.0,0.85,1.5275
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,B,2,1.094,"[0.668, 0.625, 0.6]",0.458,4.0,1.0,2.0,2.0,3.0,0.629,1.222
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,B,3,0.962,"[0.562, 0.5, 0.6]",0.333,4.0,1.0,3.0,2.0,3.0,0.918,1.1402
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,B,4,1.038,"[0.571, 0.625, 0.6]",0.192,4.0,1.0,2.0,2.0,3.0,0.974,1.1402
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,B,5,1.02,"[0.538, 0.625, 0.6]",0.269,4.0,1.0,2.0,2.0,3.0,0.98,1.1402
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,B,6,1.01,"[0.519, 0.625, 0.6]",0.231,4.0,1.0,2.0,2.0,3.0,0.987,1.1402
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,B,7,1.024,"[0.545, 0.625, 0.6]",0.321,4.0,1.0,2.0,2.0,3.0,0.957,1.1402
D_gpt4o_gpt4o_T4_rep04,D,gpt4o_gpt4o,homogeneous,gpt4o,B,8,1.034,"[0.565, 0.625, 0.6]",0.192,4.0,1.0,2.0,2.0,3.0,0.997,1.2409
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,A,1,0.88,"[0.366, 0.625, 0.5]",0.233,3.0,1.0,4.0,0.0,0.0,0.988,1.5275
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,A,2,0.723,"[0.15, 0.375, 0.6]",0.172,4.0,1.0,4.0,2.0,3.0,1.0,1.3038
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,A,3,0.884,"[0.53, 0.375, 0.6]",0.111,4.0,1.0,4.0,2.0,3.0,0.831,1.222
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,A,4,0.731,"[0.551, 0.375, 0.3]",0.214,4.0,1.0,4.0,5.0,3.0,0.984,1.4102
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,A,5,0.696,"[0.504, 0.375, 0.3]",0.222,4.0,1.0,4.0,5.0,3.0,0.782,1.4102
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,A,6,0.748,"[0.509, 0.375, 0.4]",0.241,4.0,1.0,4.0,4.0,3.0,0.733,1.222
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,A,7,0.777,"[0.551, 0.375, 0.4]",0.138,4.0,1.0,4.0,4.0,3.0,0.708,1.3038
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,A,8,0.754,"[0.517, 0.375, 0.4]",0.172,4.0,1.0,4.0,4.0,3.0,0.723,1.222
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,B,1,0.868,"[0.336, 0.625, 0.5]",0.172,3.0,1.0,4.0,0.0,0.0,0.988,1.5275
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,B,2,0.723,"[0.15, 0.375, 0.6]",0.214,4.0,1.0,4.0,2.0,3.0,1.0,1.3038
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,B,3,0.715,"[0.1, 0.375, 0.6]",0.333,2.0,1.0,4.0,2.0,3.0,0.831,1.222
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,B,4,0.715,"[0.1, 0.375, 0.6]",0.083,4.0,1.0,4.0,2.0,3.0,0.984,1.4102
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,B,5,0.914,"[0.579, 0.375, 0.6]",0.241,4.0,1.0,4.0,2.0,3.0,0.782,1.4102
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,B,6,1.015,"[0.528, 0.625, 0.6]",0.185,4.0,1.0,2.0,2.0,3.0,0.733,1.222
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,B,7,1.069,"[0.513, 0.625, 0.7]",0.212,4.0,1.0,2.0,1.0,3.0,0.708,1.3038
D_gpt4o_gpt4o_T4_rep05,D,gpt4o_gpt4o,homogeneous,gpt4o,B,8,1.031,"[0.559, 0.625, 0.6]",0.094,4.0,1.0,2.0,2.0,3.0,0.723,1.222
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,A,1,0.819,"[0.175, 0.625, 0.5]",0.1,4.0,1.0,4.0,0.0,0.0,0.996,1.366
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,A,2,0.458,"[0.15, 0.312, 0.3]",0.229,5.0,2.0,4.0,5.0,3.0,0.976,1.0054
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,A,3,0.579,"[0.15, 0.25, 0.5]",0.176,4.0,4.0,4.0,3.0,3.0,0.728,0.9258
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,A,4,0.794,"[0.574, 0.375, 0.4]",0.324,4.0,4.0,4.0,4.0,3.0,0.921,0.642
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,A,5,0.759,"[0.525, 0.375, 0.4]",0.273,4.0,4.0,4.0,4.0,3.0,0.951,0.642
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,A,6,0.612,"[0.15, 0.438, 0.4]",0.483,5.0,3.0,4.0,4.0,3.0,0.832,0.8367
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,A,7,0.718,"[0.508, 0.312, 0.4]",0.467,5.0,4.0,4.0,4.0,3.0,0.972,0.7719
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,A,8,0.754,"[0.517, 0.375, 0.4]",0.433,5.0,4.0,4.0,4.0,3.0,0.969,0.9237
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,B,1,0.815,"[0.406, 0.5, 0.5]",0.312,3.0,2.0,4.0,0.0,0.0,0.996,1.366
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,B,2,0.482,"[0.1, 0.25, 0.4]",0.432,5.0,4.0,4.0,4.0,3.0,0.976,1.0054
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,B,3,0.851,"[0.549, 0.25, 0.6]",0.333,5.0,4.0,5.0,2.0,3.0,0.728,0.9258
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,B,4,0.715,"[0.53, 0.375, 0.3]",0.394,5.0,4.0,4.0,5.0,3.0,0.921,0.642
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,B,5,0.808,"[0.656, 0.25, 0.4]",0.081,5.0,4.0,5.0,4.0,3.0,0.951,0.642
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,B,6,0.78,"[0.621, 0.25, 0.4]",0.324,5.0,4.0,5.0,4.0,3.0,0.832,0.8367
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,B,7,0.746,"[0.547, 0.312, 0.4]",0.229,5.0,5.0,4.0,4.0,3.0,0.972,0.7719
E_claude_claude_T4_rep01,E,claude_claude,homogeneous,claude,B,8,0.723,"[0.15, 0.375, 0.6]",0.333,4.0,5.0,4.0,2.0,3.0,0.969,0.9237
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,A,1,0.834,"[0.236, 0.625, 0.5]",0.222,4.0,1.0,4.0,0.0,0.0,0.928,1.366
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,A,2,0.68,"[0.517, 0.188, 0.4]",0.257,4.0,4.0,4.0,4.0,3.0,0.802,0.5771
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,A,3,0.783,"[0.559, 0.375, 0.4]",0.375,4.0,4.0,4.0,4.0,3.0,0.952,0.642
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,A,4,0.785,"[0.514, 0.438, 0.4]",0.346,4.0,3.0,4.0,4.0,3.0,0.936,0.9809
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,A,5,0.79,"[0.605, 0.312, 0.4]",0.136,4.0,4.0,4.0,4.0,3.0,0.966,0.6708
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,A,6,0.568,"[0.15, 0.375, 0.4]",0.429,5.0,4.0,4.0,4.0,3.0,0.752,0.7071
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,A,7,0.762,"[0.529, 0.375, 0.4]",0.371,5.0,4.0,4.0,4.0,3.0,0.918,0.8007
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,A,8,0.701,"[0.519, 0.25, 0.4]",0.333,5.0,4.0,5.0,4.0,3.0,0.794,0.8367
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,B,1,0.762,"[0.284, 0.5, 0.5]",0.069,3.0,2.0,4.0,0.0,0.0,0.928,1.366
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,B,2,0.482,"[0.1, 0.25, 0.4]",0.302,5.0,4.0,4.0,4.0,3.0,0.802,0.5771
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,B,3,0.735,"[0.564, 0.25, 0.4]",0.175,5.0,4.0,5.0,4.0,3.0,0.952,0.642
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,B,4,0.849,"[0.571, 0.188, 0.6]",0.316,5.0,5.0,5.0,2.0,3.0,0.936,0.9809
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,B,5,0.756,"[0.591, 0.25, 0.4]",0.135,5.0,5.0,5.0,4.0,3.0,0.966,0.6708
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,B,6,0.816,"[0.561, 0.438, 0.4]",0.257,5.0,4.0,4.0,4.0,3.0,0.752,0.7071
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,B,7,0.68,"[0.517, 0.188, 0.4]",0.222,5.0,5.0,5.0,4.0,3.0,0.918,0.8007
E_claude_claude_T4_rep02,E,claude_claude,homogeneous,claude,B,8,0.495,"[0.15, 0.25, 0.4]",0.222,4.0,5.0,5.0,4.0,3.0,0.794,0.8367
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,A,1,0.829,"[0.216, 0.625, 0.5]",0.182,4.0,1.0,4.0,0.0,0.0,0.918,1.4434
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,A,2,0.467,"[0.15, 0.188, 0.4]",0.293,5.0,4.0,4.0,4.0,3.0,0.972,0.7071
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,A,3,0.491,"[0.1, 0.375, 0.3]",0.324,3.0,4.0,4.0,5.0,3.0,0.996,0.7719
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,A,4,0.557,"[0.1, 0.375, 0.4]",0.294,5.0,4.0,4.0,4.0,3.0,0.91,0.8007
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,A,5,0.753,"[0.516, 0.375, 0.4]",0.261,5.0,4.0,4.0,4.0,3.0,0.984,0.7719
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,A,6,0.747,"[0.508, 0.375, 0.4]",0.278,5.0,4.0,4.0,4.0,3.0,0.997,0.7719
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,A,7,0.864,"[0.521, 0.562, 0.4]",0.321,5.0,5.0,2.0,4.0,3.0,0.992,1.0703
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,A,8,0.809,"[0.554, 0.312, 0.5]",0.429,5.0,4.0,5.0,3.0,3.0,0.965,0.8536
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,B,1,0.747,"[0.24, 0.5, 0.5]",0.231,4.0,2.0,4.0,0.0,0.0,0.918,1.4434
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,B,2,0.495,"[0.15, 0.25, 0.4]",0.297,5.0,4.0,4.0,4.0,3.0,0.972,0.7071
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,B,3,0.495,"[0.15, 0.25, 0.4]",0.244,4.0,4.0,5.0,4.0,3.0,0.996,0.7719
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,B,4,0.467,"[0.15, 0.188, 0.4]",0.237,5.0,5.0,5.0,4.0,3.0,0.91,0.8007
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,B,5,0.737,"[0.511, 0.438, 0.3]",0.214,5.0,4.0,4.0,5.0,3.0,0.984,0.7719
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,B,6,0.744,"[0.544, 0.312, 0.4]",0.303,5.0,5.0,4.0,4.0,3.0,0.997,0.7719
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,B,7,0.856,"[0.54, 0.438, 0.5]",0.222,5.0,4.0,4.0,3.0,3.0,0.992,1.0703
E_claude_claude_T4_rep03,E,claude_claude,homogeneous,claude,B,8,0.774,"[0.546, 0.375, 0.4]",0.314,5.0,4.0,4.0,4.0,3.0,0.965,0.8536
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,A,1,0.666,"[0.229, 0.375, 0.5]",0.208,4.0,3.0,4.0,0.0,0.0,0.916,0.866
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,A,2,0.529,"[0.15, 0.312, 0.4]",0.051,5.0,4.0,4.0,4.0,3.0,0.889,0.7719
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,A,3,0.77,"[0.541, 0.375, 0.4]",0.133,5.0,4.0,4.0,4.0,3.0,0.959,0.7719
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,A,4,0.777,"[0.55, 0.375, 0.4]",0.032,5.0,4.0,4.0,4.0,3.0,0.718,0.7071
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,A,5,0.836,"[0.684, 0.375, 0.3]",0.4,5.0,4.0,4.0,5.0,3.0,0.948,0.7719
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,A,6,0.762,"[0.569, 0.312, 0.4]",0.263,5.0,5.0,4.0,4.0,3.0,0.656,0.8656
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,A,7,0.808,"[0.609, 0.438, 0.3]",0.045,5.0,2.0,5.0,5.0,3.0,0.881,1.1254
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,A,8,0.838,"[0.529, 0.25, 0.6]",0.103,5.0,4.0,4.0,2.0,3.0,0.629,0.9885
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,B,1,0.75,"[0.25, 0.5, 0.5]",0.25,4.0,2.0,4.0,0.0,0.0,0.916,0.866
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,B,2,0.418,"[0.15, 0.25, 0.3]",0.268,5.0,4.0,4.0,5.0,3.0,0.889,0.7719
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,B,3,0.811,"[0.553, 0.438, 0.4]",0.162,5.0,3.0,4.0,4.0,3.0,0.959,0.7719
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,B,4,0.495,"[0.15, 0.25, 0.4]",0.371,4.0,5.0,4.0,4.0,3.0,0.718,0.7071
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,B,5,0.784,"[0.598, 0.312, 0.4]",0.176,4.0,4.0,5.0,4.0,3.0,0.948,0.7719
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,B,6,0.418,"[0.15, 0.25, 0.3]",0.205,5.0,4.0,5.0,5.0,3.0,0.656,0.8656
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,B,7,0.689,"[0.502, 0.25, 0.4]",0.2,5.0,4.0,5.0,4.0,3.0,0.881,1.1254
E_claude_claude_T4_rep04,E,claude_claude,homogeneous,claude,B,8,0.467,"[0.15, 0.188, 0.4]",0.219,4.0,5.0,5.0,4.0,3.0,0.629,0.9885
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,A,1,0.769,"[0.303, 0.5, 0.5]",0.107,3.0,2.0,4.0,0.0,0.0,0.978,1.0774
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,A,2,0.495,"[0.15, 0.25, 0.4]",0.162,4.0,4.0,4.0,4.0,3.0,0.937,0.6708
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,A,3,0.495,"[0.15, 0.25, 0.4]",0.4,5.0,4.0,5.0,4.0,3.0,0.966,0.7719
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,A,4,0.858,"[0.624, 0.312, 0.5]",0.152,5.0,5.0,4.0,3.0,3.0,0.928,0.7236
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,A,5,0.919,"[0.541, 0.438, 0.6]",0.235,5.0,4.0,4.0,2.0,3.0,0.548,1.0173
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,A,6,0.952,"[0.544, 0.5, 0.6]",0.324,5.0,4.0,3.0,2.0,3.0,0.801,0.9885
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,A,7,0.772,"[0.605, 0.375, 0.3]",0.114,5.0,4.0,4.0,5.0,3.0,0.939,0.8367
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,A,8,0.901,"[0.558, 0.375, 0.6]",0.231,5.0,4.0,4.0,2.0,3.0,0.889,0.9237
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,B,1,0.747,"[0.24, 0.5, 0.5]",0.231,4.0,2.0,4.0,0.0,0.0,0.978,1.0774
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,B,2,0.432,"[0.15, 0.062, 0.4]",0.343,5.0,5.0,5.0,4.0,3.0,0.937,0.6708
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,B,3,0.529,"[0.15, 0.312, 0.4]",0.256,4.0,4.0,5.0,4.0,3.0,0.966,0.7719
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,B,4,0.786,"[0.563, 0.375, 0.4]",0.382,4.0,4.0,4.0,4.0,3.0,0.928,0.7236
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,B,5,0.467,"[0.15, 0.188, 0.4]",0.194,5.0,5.0,5.0,4.0,3.0,0.548,1.0173
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,B,6,0.753,"[0.556, 0.312, 0.4]",0.306,5.0,4.0,5.0,4.0,3.0,0.801,0.9885
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,B,7,0.711,"[0.524, 0.375, 0.3]",0.257,5.0,4.0,4.0,5.0,3.0,0.939,0.8367
E_claude_claude_T4_rep05,E,claude_claude,homogeneous,claude,B,8,0.79,"[0.569, 0.375, 0.4]",0.394,5.0,4.0,4.0,4.0,3.0,0.889,0.9237
E_claude_gpt4o_T4_rep01,E,claude_gpt4o,heterogeneous,claude,A,1,0.729,"[0.178, 0.5, 0.5]",0.107,4.0,2.0,4.0,0.0,0.0,0.779,1.3411
E_claude_gpt4o_T4_rep01,E,claude_gpt4o,heterogeneous,claude,A,2,0.445,"[0.15, 0.125, 0.4]",0.105,5.0,4.0,5.0,4.0,3.0,0.678,1.0703
E_claude_gpt4o_T4_rep01,E,claude_gpt4o,heterogeneous,claude,A,3,0.779,"[0.553, 0.375, 0.4]",0.211,5.0,4.0,4.0,4.0,3.0,0.908,1.0054
E_claude_gpt4o_T4_rep01,E,claude_gpt4o,heterogeneous,claude,A,4,0.745,"[0.505, 0.375, 0.4]",0.2,5.0,4.0,4.0,4.0,3.0,0.926,0.7719
